heuristic, dimensions, error, runtime, iterations
chebyshev, 6, 1.49999992516e-06, 0.251645, 70
cityblock, 6, 5.10723978664e-06, 0.021316, 4
cosine, 6, 3.80249304044e-07, 2.283818, 1705
euclidean, 6, 2.70310347616e-06, 0.062573, 6
hamming, 6, 8.33333288597e-07, 1.966867, 1353
minkowski-0.5n, 6, 2.18918867745e-06, 0.173253, 14
minkowski-n, 6, 1.78063459089e-06, 0.18598, 33
null, 6, 0.0, 1.788778, 2272
seuclidean, 6, nan, 2.751054, 1640
sqeuclidean, 6, 7.10723968211e-06, 0.021442, 4
canberra, 6, 6.60394050556e-07, 0.032979, 5
chebyshev, 6, 4.99999970316e-07, 0.042226, 20
cityblock, 6, 6.25691228606e-07, 0.01379, 3
cosine, 6, 1.08325252768e-07, 0.481774, 295
euclidean, 6, 6.25691228606e-07, 0.012613, 3
hamming, 6, 4.16666651404e-07, 0.455439, 190
minkowski-0.5n, 6, 6.90354568178e-07, 0.027776, 4
minkowski-n, 6, 6.11448982113e-07, 0.054457, 7
null, 6, 0.0, 0.461775, 538
seuclidean, 6, nan, 1.008203, 371
sqeuclidean, 6, 6.25691228606e-07, 0.013954, 3
canberra, 6, 0.0, 0.010267, 2
chebyshev, 6, 0.0, 0.00928099999999, 2
cityblock, 6, 0.0, 0.00843800000001, 2
cosine, 6, 0.0, 0.029561, 9
euclidean, 6, 0.0, 0.00871799999999, 2
hamming, 6, 0.0, 0.00907599999999, 2
minkowski-0.5n, 6, 0.0, 0.00948900000003, 2
minkowski-n, 6, 0.0, 0.00966599999998, 2
null, 6, 0.0, 0.058849, 77
seuclidean, 6, nan, 0.32337, 59
sqeuclidean, 6, 0.0, 0.00922399999996, 2
canberra, 6, 2.05281767762e-06, 0.476326, 40
chebyshev, 6, 1.49999992516e-06, 0.215461, 101
cityblock, 6, 3.07868974403e-06, 0.034674, 4
cosine, 6, 3.14034437565e-07, 2.092678, 1483
euclidean, 6, 2.24457488684e-06, 0.2235, 8
hamming, 6, 7.49999955474e-07, 2.016094, 1148
minkowski-0.5n, 6, 2.10595807459e-06, 0.407149, 24
minkowski-n, 6, 1.78818051211e-06, 0.342838, 54
null, 6, 0.0, 1.391913, 1640
seuclidean, 6, nan, 2.311518, 355
sqeuclidean, 6, 4.07868969887e-06, 0.037385, 4
canberra, 6, 9.92414243228e-07, 0.013039, 3
chebyshev, 6, 4.99999970316e-07, 0.017865, 3
cityblock, 6, 1.72574755197e-06, 0.012048, 3
cosine, 6, 5.96144928977e-08, 0.294372, 173
euclidean, 6, 1.09177295826e-06, 0.011027, 3
hamming, 6, 4.16666637193e-07, 0.148752, 70
minkowski-0.5n, 6, 9.46872361851e-07, 0.014701, 3
minkowski-n, 6, 6.53830227293e-07, 0.019166, 3
null, 6, 0.0, 0.192162, 259
seuclidean, 6, nan, 1.138621, 501
sqeuclidean, 6, 1.72574755197e-06, 0.011913, 3
canberra, 6, 0.0, 0.00364999999999, 2
chebyshev, 6, 0.0, 0.00396000000001, 2
cityblock, 6, 0.0, 0.00552799999997, 2
cosine, 6, 0.0, 0.095625, 29
euclidean, 6, 0.0, 0.004572, 2
hamming, 6, 0.0, 0.00935300000003, 4
minkowski-0.5n, 6, 0.0, 0.00417600000003, 2
minkowski-n, 6, 0.0, 0.00379499999997, 2
null, 6, 0.0, 0.042654, 36
seuclidean, 6, nan, 1.627853, 1267
sqeuclidean, 6, 0.0, 0.003781, 2
canberra, 6, 4.94314625143e-06, 0.020531, 7
chebyshev, 6, 4.99999970316e-07, 0.022411, 4
cityblock, 6, 2.47713683166e-06, 0.015231, 3
cosine, 6, 1.18614963185e-07, 0.138916, 65
euclidean, 6, 1.11803394987e-06, 0.009906, 3
hamming, 6, 4.16666637193e-07, 0.066748, 29
minkowski-0.5n, 6, 8.5498793112e-07, 0.011467, 3
minkowski-n, 6, 6.53830213082e-07, 0.012771, 3
null, 6, 0.0, 0.145916, 191
seuclidean, 6, nan, 0.947025, 938
sqeuclidean, 6, 2.47713683166e-06, 0.016022, 3
canberra, 6, 2.24791062919e-06, 0.393345, 43
chebyshev, 6, 1.49999989674e-06, 0.190981, 55
cityblock, 6, 3.69846236481e-06, 0.034095, 4
cosine, 6, 1.39706600066e-07, 4.24934, 1868
euclidean, 6, 2.03846298064e-06, 0.062492, 4
hamming, 6, 5.8333331765e-07, 3.061242, 1155
minkowski-0.5n, 6, 1.77467470053e-06, 0.053588, 5
minkowski-n, 6, 1.57138626378e-06, 0.05077, 6
null, 6, 0.0, 2.421344, 2468
seuclidean, 6, nan, 5.806934, 2239
sqeuclidean, 6, 4.69846230544e-06, 0.028073, 4
canberra, 6, 2.12038435166e-06, 1.093109, 145
chebyshev, 6, 1.49999989674e-06, 0.201869, 98
cityblock, 6, 3.68215256685e-06, 0.034216, 5
cosine, 6, 1.96765782334e-07, 4.497711, 2338
euclidean, 6, 2.37595978092e-06, 0.211964, 16
hamming, 6, 6.6666660814e-07, 3.257801, 1866
minkowski-0.5n, 6, 2.10407110046e-06, 0.293801, 31
minkowski-n, 6, 1.75532667868e-06, 1.041825, 112
null, 6, 0.0, 2.401309, 2882
seuclidean, 6, nan, 6.94867, 2325
sqeuclidean, 6, 4.68215249327e-06, 0.02712, 5
canberra, 6, 4.33333326555e-07, 0.283864, 27
chebyshev, 6, 4.99999970316e-07, 0.04977, 17
cityblock, 6, 1.70566212887e-06, 0.014611, 3
cosine, 6, 2.71337654567e-08, 1.324721, 702
euclidean, 6, 8.66025359869e-07, 0.015858, 3
hamming, 6, 2.49999999369e-07, 0.77451, 236
minkowski-0.5n, 6, 7.21124763459e-07, 0.017896, 3
minkowski-n, 6, 6.00468453626e-07, 0.035853, 9
null, 6, 0.0, 1.012717, 1150
seuclidean, 6, nan, 2.661082, 571
sqeuclidean, 6, 1.70566212887e-06, 0.014535, 3
canberra, 6, 3.66666668583e-07, 0.027144, 4
chebyshev, 6, 4.99999970316e-07, 0.014133, 3
cityblock, 6, 1.77612902519e-06, 0.017701, 3
cosine, 6, 4.11685334711e-08, 0.524308, 164
euclidean, 6, 8.66025388291e-07, 0.015236, 3
hamming, 6, 2.49999999369e-07, 0.398649, 80
minkowski-0.5n, 6, 7.21124763459e-07, 0.016857, 3
minkowski-n, 6, 6.00468467837e-07, 0.015742, 3
null, 6, 0.0, 0.267334, 272
seuclidean, 6, nan, 3.952218, 2094
sqeuclidean, 6, 1.77612902519e-06, 0.019502, 3
canberra, 6, 8.8958816491e-07, 0.0102119999999, 4
chebyshev, 6, 4.99999970316e-07, 0.029902, 9
cityblock, 6, 1.55625478726e-06, 0.00847599999997, 3
cosine, 6, 1.12701641797e-07, 0.512315, 317
euclidean, 6, 9.22280236182e-07, 0.00831099999994, 3
hamming, 6, 4.16666637193e-07, 0.336013, 214
minkowski-0.5n, 6, 8.54987945331e-07, 0.033236, 5
minkowski-n, 6, 6.53830213082e-07, 0.051273, 9
null, 6, 0.0, 0.43698, 631
seuclidean, 6, nan, 0.912547, 700
sqeuclidean, 6, 1.55625478726e-06, 0.00813599999992, 3
canberra, 6, 1.49999993937e-06, 0.012559, 3
chebyshev, 6, 4.99999970316e-07, 0.0288469999999, 8
cityblock, 6, 1.49999993937e-06, 0.0131720000001, 3
cosine, 6, 1.04715283555e-07, 0.277774, 270
euclidean, 6, 8.66025359869e-07, 0.011229, 3
hamming, 6, 2.49999999369e-07, 0.209589, 212
minkowski-0.5n, 6, 7.21124763459e-07, 0.015078, 4
minkowski-n, 6, 6.00468467837e-07, 0.022511, 7
null, 6, 0.0, 0.411021, 632
seuclidean, 6, nan, 0.458083, 584
sqeuclidean, 6, 1.49999993937e-06, 0.0111589999999, 3
canberra, 6, 0.0, 0.020545, 8
chebyshev, 6, 0.0, 0.00716299999999, 2
cityblock, 6, 0.0, 0.00618000000009, 2
cosine, 6, 0.0, 0.201781, 160
euclidean, 6, 0.0, 0.00608599999998, 2
hamming, 6, 0.0, 0.116766, 71
minkowski-0.5n, 6, 0.0, 0.006933, 2
minkowski-n, 6, 0.0, 0.00971800000002, 2
null, 6, 0.0, 0.15189, 200
seuclidean, 6, nan, 0.434919, 79
sqeuclidean, 6, 0.0, 0.00677499999995, 2
canberra, 6, 9.54182425517e-07, 0.593026, 60
chebyshev, 6, 1.49999992516e-06, 0.127902, 43
cityblock, 6, 2.66102769331e-06, 0.102802, 6
cosine, 6, 1.56691257303e-07, 1.33139, 628
euclidean, 6, 1.94858358782e-06, 0.051825, 6
hamming, 6, 8.33333317019e-07, 1.415722, 330
minkowski-0.5n, 6, 1.74613295201e-06, 0.060167, 8
minkowski-n, 6, 1.57307754023e-06, 0.050451, 16
null, 6, 0.0, 0.890978, 906
seuclidean, 6, nan, 4.131336, 2107
sqeuclidean, 6, 3.94804639825e-06, 0.065077, 5
canberra, 6, 1.82560920337e-06, 0.081896, 38
chebyshev, 6, 1.49999989674e-06, 0.165954, 116
cityblock, 6, 3.19964492235e-06, 0.016449, 5
cosine, 6, 3.20634740092e-07, 0.844868, 852
euclidean, 6, 2.32118928523e-06, 0.066762, 17
hamming, 6, 6.6666660814e-07, 0.748524, 821
minkowski-0.5n, 6, 2.10407110046e-06, 0.198494, 42
minkowski-n, 6, 1.75532667868e-06, 0.172565, 76
null, 6, 0.0, 0.659717, 964
seuclidean, 6, nan, 0.231882, 55
sqeuclidean, 6, 4.19964487719e-06, 0.0147139999999, 5
canberra, 6, 3.37226182978e-07, 0.063181, 22
chebyshev, 6, 4.99999970316e-07, 0.0569390000001, 23
cityblock, 6, 1.0705594633e-06, 0.025747, 4
cosine, 6, 7.74228681166e-08, 1.118541, 669
euclidean, 6, 7.776662585e-07, 0.0193849999999, 4
hamming, 6, 3.33333332492e-07, 0.711886, 530
minkowski-0.5n, 6, 7.93700507984e-07, 0.0660360000001, 8
minkowski-n, 6, 6.29960524634e-07, 0.065512, 14
null, 6, 0.0, 0.869034, 1008
seuclidean, 6, nan, 1.871494, 853
sqeuclidean, 6, 1.0705594633e-06, 0.031386, 4
canberra, 6, 1.30183266833e-06, 0.0246030000001, 12
chebyshev, 6, 4.99999970316e-07, 0.0323519999999, 9
cityblock, 6, 1.8782263993e-06, 0.00851899999998, 3
cosine, 6, 3.70899471136e-08, 0.644404, 309
euclidean, 6, 9.17996302974e-07, 0.0111910000001, 3
hamming, 6, 4.16666637193e-07, 0.452133, 168
minkowski-0.5n, 6, 7.73095678142e-07, 0.010776, 3
minkowski-n, 6, 6.53830213082e-07, 0.035264, 6
null, 6, 0.0, 0.613183, 727
seuclidean, 6, nan, 2.337894, 1507
sqeuclidean, 6, 1.8782263993e-06, 0.00972899999999, 3
canberra, 6, 7.66666644836e-07, 0.356274, 27
chebyshev, 6, 4.99999970316e-07, 0.060874, 23
cityblock, 6, 1.02699959825e-06, 0.046118, 4
cosine, 6, 3.18088950735e-08, 1.846394, 767
euclidean, 6, 7.34106379241e-07, 0.022476, 3
hamming, 6, 2.49999999369e-07, 0.925776, 417
minkowski-0.5n, 6, 7.21124763459e-07, 0.0662789999999, 5
minkowski-n, 6, 6.00468453626e-07, 0.09768, 11
null, 6, 0.0, 1.125072, 1152
seuclidean, 6, nan, 3.513026, 1782
sqeuclidean, 6, 1.02699959825e-06, 0.043585, 4
canberra, 6, 8.33333317019e-07, 0.042567, 6
chebyshev, 6, 4.99999970316e-07, 0.054568, 23
cityblock, 6, 1.4760118745e-06, 0.023038, 3
cosine, 6, 4.77329962223e-08, 0.849858, 570
euclidean, 6, 8.66025359869e-07, 0.0139489999999, 3
hamming, 6, 2.49999999369e-07, 0.716991, 483
minkowski-0.5n, 6, 7.2112477767e-07, 0.0397720000001, 8
minkowski-n, 6, 6.00468467837e-07, 0.066714, 14
null, 6, 0.0, 0.60387, 815
seuclidean, 6, nan, 1.633777, 1070
sqeuclidean, 6, 1.4760118745e-06, 0.019255, 3
canberra, 6, 6.21062980599e-07, 0.048483, 13
chebyshev, 6, 4.99999970316e-07, 0.028577, 9
cityblock, 6, 1.15566270154e-06, 0.00835599999994, 3
cosine, 6, 5.7674128584e-08, 0.77197, 185
euclidean, 6, 1.02649595135e-06, 0.015627, 4
hamming, 6, 4.16666651404e-07, 0.329215, 119
minkowski-0.5n, 6, 8.81728738023e-07, 0.012969, 4
minkowski-n, 6, 6.53830227293e-07, 0.040239, 4
null, 6, 0.0, 0.522672, 465
seuclidean, 6, nan, 6.140204, 2802
sqeuclidean, 6, 1.15566270154e-06, 0.0100639999999, 3
canberra, 6, 8.33333288597e-07, 0.076859, 6
chebyshev, 6, 4.99999970316e-07, 0.025214, 7
cityblock, 6, 1.7635752414e-06, 0.0128, 3
cosine, 6, 4.01454940402e-08, 1.407626, 242
euclidean, 6, 8.66025359869e-07, 0.017193, 3
hamming, 6, 2.49999999369e-07, 0.201261, 75
minkowski-0.5n, 6, 7.21124763459e-07, 0.0165929999999, 3
minkowski-n, 6, 6.00468453626e-07, 0.024232, 4
null, 6, 0.0, 0.448381, 470
seuclidean, 6, nan, 7.603812, 2446
sqeuclidean, 6, 1.7635752414e-06, 0.0138639999999, 3
canberra, 6, 1.48333325001e-06, 0.23919, 45
chebyshev, 6, 1.49999989674e-06, 0.185989, 62
cityblock, 6, 3.37884122814e-06, 0.018097, 5
cosine, 6, 5.28512771325e-08, 2.547106, 1577
euclidean, 6, 2.29412174235e-06, 0.0601240000001, 10
hamming, 6, 6.66666636562e-07, 1.865672, 1020
minkowski-0.5n, 6, 1.90569046765e-06, 0.0749659999999, 13
minkowski-n, 6, 1.63762456395e-06, 0.174808, 30
null, 6, 0.0, 1.547207, 1915
seuclidean, 6, nan, 3.348543, 2174
sqeuclidean, 6, 4.37884118298e-06, 0.01885, 5
canberra, 6, 5.10580292712e-07, 0.101643, 14
chebyshev, 6, 4.99999998738e-07, 0.0197800000001, 3
cityblock, 6, 1.09776350143e-06, 0.014258, 3
cosine, 6, 2.36694859268e-08, 0.478016, 281
euclidean, 6, 7.07106778464e-07, 0.0184340000001, 3
hamming, 6, 1.66666652035e-07, 0.33435, 112
minkowski-0.5n, 6, 6.29960510423e-07, 0.0213650000001, 3
minkowski-n, 6, 5.6123099057e-07, 0.020877, 3
null, 6, 0.0, 0.298286, 332
seuclidean, 6, nan, 1.349419, 214
sqeuclidean, 6, 1.09776350143e-06, 0.0169129999999, 3
canberra, 6, 1.85827065025e-06, 0.140699, 24
chebyshev, 6, 1.49999992516e-06, 0.111743, 32
cityblock, 6, 4.18382745693e-06, 0.015365, 4
cosine, 6, 1.10389080987e-07, 2.216694, 1834
euclidean, 6, 2.2982572716e-06, 0.0326669999999, 5
hamming, 6, 6.66666636562e-07, 1.538986, 555
minkowski-0.5n, 6, 1.92471880212e-06, 0.059652, 6
minkowski-n, 6, 1.63762456395e-06, 0.052054, 7
null, 6, 0.0, 1.213885, 1355
seuclidean, 6, nan, 0.570817, 85
sqeuclidean, 6, 5.18382741177e-06, 0.015959, 4
canberra, 6, 8.8271281129e-07, 0.0208270000001, 5
chebyshev, 6, 4.99999970316e-07, 0.020067, 5
cityblock, 6, 1.39788225795e-06, 0.012973, 3
cosine, 6, 7.47899520093e-08, 0.301055, 191
euclidean, 6, 9.2315292477e-07, 0.0151989999999, 3
hamming, 6, 3.33333318281e-07, 0.22361, 79
minkowski-0.5n, 6, 7.21607904097e-07, 0.0148650000001, 3
minkowski-n, 6, 6.00951594265e-07, 0.014552, 3
null, 6, 0.0, 0.183576, 230
seuclidean, 6, nan, 1.753557, 1097
sqeuclidean, 6, 1.39788225795e-06, 0.011884, 3
canberra, 6, 2.05738521686e-06, 0.0189740000001, 8
chebyshev, 6, 1.49999992516e-06, 0.04371, 12
cityblock, 6, 2.55738518717e-06, 0.014101, 4
cosine, 6, 4.3305325903e-07, 0.613043, 474
euclidean, 6, 2.07269432906e-06, 0.021795, 5
hamming, 6, 5.8333331765e-07, 0.673073, 447
minkowski-0.5n, 6, 1.84094540145e-06, 0.040429, 11
minkowski-n, 6, 1.70014034495e-06, 0.042635, 11
null, 6, 0.0, 0.7189, 1001
seuclidean, 6, nan, 0.945925, 554
sqeuclidean, 6, 3.55738514202e-06, 0.01345, 4
canberra, 6, 1.43523051577e-06, 0.107729, 19
chebyshev, 6, 4.99999970316e-07, 0.042607, 8
cityblock, 6, 1.43523051577e-06, 0.021351, 3
cosine, 6, 1.99999973916e-07, 1.259217, 414
euclidean, 6, 1.14233729676e-06, 0.021967, 3
hamming, 6, 3.33333318281e-07, 0.725612, 241
minkowski-0.5n, 6, 7.93700479562e-07, 0.028312, 3
minkowski-n, 6, 6.29960510423e-07, 0.0286930000001, 3
null, 6, 0.0, 0.846054, 962
seuclidean, 6, nan, 3.089001, 535
sqeuclidean, 6, 1.43523051577e-06, 0.0235210000001, 3
canberra, 6, 1.122786216e-06, 0.044316, 7
chebyshev, 6, 4.99999970316e-07, 0.153067, 21
cityblock, 6, 1.122786216e-06, 0.030164, 3
cosine, 6, 1.31067594111e-07, 1.865608, 1092
euclidean, 6, 8.2989299699e-07, 0.020269, 3
hamming, 6, 4.16666651404e-07, 0.925462, 633
minkowski-0.5n, 6, 8.54987945331e-07, 0.0994969999999, 8
minkowski-n, 6, 6.53830213082e-07, 0.0879689999999, 11
null, 6, 0.0, 1.187164, 1652
seuclidean, 6, nan, 0.856388, 261
sqeuclidean, 6, 1.122786216e-06, 0.021543, 3
canberra, 2, 2.71187919054e-06, 0.016694, 38
chebyshev, 2, 3.11983917527e-05, 0.004203, 8
cityblock, 2, 5.06936178368e-05, 0.003328, 6
cosine, 2, nan, 0.006953, 14
euclidean, 2, 4.3705177788e-05, 0.004022, 7
hamming, 2, 5.99999859219e-06, 0.012387, 24
minkowski-0.5n, 2, 5.06936178368e-05, 0.003568, 6
minkowski-n, 2, 4.3705177788e-05, 0.003857, 7
null, 2, 0.0, 0.00778, 24
seuclidean, 2, 1.19999971702e-05, 0.01395, 24
sqeuclidean, 2, 0.000398693535971, 0.003204, 6
canberra, 2, 1.05033447682e-05, 0.009555, 20
chebyshev, 2, 2.87956543019e-05, 0.003213, 6
cityblock, 2, 4.99693860121e-05, 0.003115, 6
cosine, 2, nan, 0.012332, 23
euclidean, 2, 3.65216505429e-05, 0.003216, 6
hamming, 2, 5.99999891904e-06, 0.015528, 34
minkowski-0.5n, 2, 4.99693860121e-05, 0.003528, 6
minkowski-n, 2, 3.65216505429e-05, 0.004665, 6
null, 2, 0.0, 0.010045, 34
seuclidean, 2, 1.19999978665e-05, 0.014266, 24
sqeuclidean, 2, 0.00040158807488, 0.003399, 6
canberra, 2, 1.74508483042e-06, 0.011798, 25
chebyshev, 2, 2.61037894802e-05, 0.005027, 10
cityblock, 2, 5.87533931764e-05, 0.003245, 6
cosine, 2, nan, 0.008248, 16
euclidean, 2, 3.29534141486e-05, 0.003208, 6
hamming, 2, 5.99999849271e-06, 0.015447, 37
minkowski-0.5n, 2, 5.87533931764e-05, 0.003682, 6
minkowski-n, 2, 3.29534141486e-05, 0.0036, 6
null, 2, 0.0, 0.013616, 37
seuclidean, 2, 6.81246972078e-06, 0.018488, 34
sqeuclidean, 2, 0.000398619079874, 0.00371, 6
canberra, 2, 0.0, 0.012925, 22
chebyshev, 2, 2.60540671491e-05, 0.005814, 9
cityblock, 2, 6.17837224439e-05, 0.00717, 7
cosine, 2, nan, 0.014433, 25
euclidean, 2, 4.74200134022e-05, 0.003683, 7
hamming, 2, 1.10011950625e-05, 0.013144, 32
minkowski-0.5n, 2, 6.17837224439e-05, 0.003491, 7
minkowski-n, 2, 4.74200134022e-05, 0.003584, 7
null, 2, 4.00119728283e-06, 0.008464, 32
seuclidean, 2, 1.80011928279e-05, 0.015886, 32
sqeuclidean, 2, 0.000398990219395, 0.003117, 6
canberra, 2, 7.08492693491e-06, 0.010993, 27
chebyshev, 2, 2.90585846017e-05, 0.002934, 6
cityblock, 2, 5.10585796292e-05, 0.002732, 6
cosine, 2, nan, 0.009138, 18
euclidean, 2, 4.83370992725e-05, 0.003018, 7
hamming, 2, 5.49999874977e-06, 0.010409, 30
minkowski-0.5n, 2, 5.10585796292e-05, 0.003006, 6
minkowski-n, 2, 4.83370992725e-05, 0.003535, 7
null, 2, 0.0, 0.007074, 30
seuclidean, 2, 1.09999975137e-05, 0.014304, 30
sqeuclidean, 2, 0.00040392151071, 0.002887, 6
canberra, 2, 7.23392150803e-06, 0.004859, 10
chebyshev, 2, 2.7405967117e-05, 0.003468, 7
cityblock, 2, 5.13989162556e-05, 0.003397, 7
cosine, 2, nan, 0.006086, 12
euclidean, 2, 4.05566346444e-05, 0.003304, 7
hamming, 2, 5.99999890483e-06, 0.009808, 26
minkowski-0.5n, 2, 5.13989162556e-05, 0.003294, 7
minkowski-n, 2, 4.05566346444e-05, 0.003377, 7
null, 2, 0.0, 0.006114, 26
seuclidean, 2, 8.4527435007e-06, 0.009533, 18
sqeuclidean, 2, 0.000403574480032, 0.002668, 6
canberra, 2, 5.70885222828e-06, 0.008097, 19
chebyshev, 2, 3.30095302843e-05, 0.003469, 8
cityblock, 2, 6.66740904904e-05, 0.003413, 7
cosine, 2, nan, 0.013444, 31
euclidean, 2, 4.77753406187e-05, 0.003272, 7
hamming, 2, 4.99999907788e-06, 0.010996, 30
minkowski-0.5n, 2, 6.66740904904e-05, 0.003367, 7
minkowski-n, 2, 4.77753406187e-05, 0.003521, 7
null, 2, 0.0, 0.007225, 30
seuclidean, 2, 9.54099212436e-06, 0.01441, 29
sqeuclidean, 2, 0.000402067411301, 0.002714, 6
canberra, 2, 1.56065344896e-05, 0.014242, 40
chebyshev, 2, 3.33772420191e-05, 0.007835, 16
cityblock, 2, 5.12683853202e-05, 0.002964, 6
cosine, 2, nan, 0.010495, 23
euclidean, 2, 4.44365592784e-05, 0.003047, 7
hamming, 2, 6.9999983765e-06, 0.01437, 44
minkowski-0.5n, 2, 5.12683853202e-05, 0.002818, 6
minkowski-n, 2, 4.44365592784e-05, 0.003447, 7
null, 2, 0.0, 0.00919, 40
seuclidean, 2, 1.33719204882e-05, 0.018523, 40
sqeuclidean, 2, 0.000398810928885, 0.002809, 6
canberra, 2, 1.14394667321e-05, 0.006214, 15
chebyshev, 2, 2.73492735374e-05, 0.002973, 6
cityblock, 2, 6.18978084788e-05, 0.002918, 6
cosine, 2, nan, 0.008747, 21
euclidean, 2, 4.3768047405e-05, 0.00273, 6
hamming, 2, 4.9999992342e-06, 0.00811, 22
minkowski-0.5n, 2, 6.18978084788e-05, 0.003035, 6
minkowski-n, 2, 4.3768047405e-05, 0.002968, 6
null, 2, 0.0, 0.005381, 22
seuclidean, 2, 9.9999984684e-06, 0.011084, 22
sqeuclidean, 2, 0.000403405122597, 0.003035, 6
canberra, 2, 1.20231318732e-05, 0.012442, 29
chebyshev, 2, 4.77045302887e-05, 0.007223, 16
cityblock, 2, 6.60288045964e-05, 0.002987, 7
cosine, 2, nan, 0.009962, 21
euclidean, 2, 4.43594828141e-05, 0.003883, 8
hamming, 2, 6.99999786491e-06, 0.016473, 37
minkowski-0.5n, 2, 6.60288045964e-05, 0.003072, 7
minkowski-n, 2, 4.43594828141e-05, 0.003666, 8
null, 2, 0.0, 0.009199, 39
seuclidean, 2, 1.3999995744e-05, 0.018121, 38
sqeuclidean, 2, 0.000397766031597, 0.002668, 6
canberra, 3, 1.84566873145e-05, 0.129398, 196
chebyshev, 3, 4.65694885605e-05, 0.008694, 9
cityblock, 3, 8.19541950818e-05, 0.007331, 7
cosine, 3, nan, 0.076376, 92
euclidean, 3, 7.76391622566e-05, 0.007729, 8
hamming, 3, 9.11554845118e-06, 0.078483, 131
minkowski-0.5n, 3, 8.19541950818e-05, 0.008177, 7
minkowski-n, 3, 5.73494473883e-05, 0.008599, 8
null, 3, 0.0, 0.056003, 164
seuclidean, 3, 1.93541769988e-05, 0.072346, 77
sqeuclidean, 3, 0.00060572484179, 0.006849, 6
canberra, 3, 2.04636471324e-05, 0.024143, 24
chebyshev, 3, 4.38759685863e-05, 0.009834, 9
cityblock, 3, 0.000106653362224, 0.007958, 7
cosine, 3, nan, 0.069685, 75
euclidean, 3, 6.69588338127e-05, 0.007255, 7
hamming, 3, 7.49999857419e-06, 0.098617, 158
minkowski-0.5n, 3, 0.000106653362224, 0.008037, 7
minkowski-n, 3, 5.46170358007e-05, 0.007553, 7
null, 3, 0.0, 0.071224, 198
seuclidean, 3, 1.83711695882e-05, 0.066337, 56
sqeuclidean, 3, 0.000610121503513, 0.007041, 6
canberra, 3, 8.63372913784e-06, 0.021589, 23
chebyshev, 3, 2.96688867678e-05, 0.008479, 8
cityblock, 3, 9.58718680408e-05, 0.007843, 7
cosine, 3, nan, 0.085867, 98
euclidean, 3, 5.36471078618e-05, 0.0071, 7
hamming, 3, 2.31352484974e-05, 0.106969, 184
minkowski-0.5n, 3, 9.58718680408e-05, 0.008798, 7
minkowski-n, 3, 5.46922065183e-05, 0.010076, 8
null, 3, 0.0, 0.078664, 223
seuclidean, 3, 1.26703326657e-05, 0.094967, 100
sqeuclidean, 3, 0.00060128247523, 0.007014, 6
canberra, 3, 1.4439575267e-05, 0.015313, 14
chebyshev, 3, 4.01799621557e-05, 0.010137, 9
cityblock, 3, 0.000102635220742, 0.007875, 7
cosine, 3, nan, 0.089402, 97
euclidean, 3, 7.04730032624e-05, 0.008318, 8
hamming, 3, 3.37890399749e-06, 0.108224, 182
minkowski-0.5n, 3, 0.000102635220742, 0.007956, 7
minkowski-n, 3, 5.98394138223e-05, 0.011306, 10
null, 3, 0.0, 0.057623, 165
seuclidean, 3, 1.35253303029e-05, 0.035104, 29
sqeuclidean, 3, 0.000605639114994, 0.006682, 6
canberra, 3, 4.97200780103e-06, 0.017637, 17
chebyshev, 3, 3.19770843333e-05, 0.008261, 7
cityblock, 3, 9.04049451549e-05, 0.006805, 6
cosine, 3, nan, 0.042688, 50
euclidean, 3, 6.10674788675e-05, 0.007462, 7
hamming, 3, 0.0, 0.100284, 162
minkowski-0.5n, 3, 9.04049451549e-05, 0.007187, 6
minkowski-n, 3, 5.31843834466e-05, 0.00871, 8
null, 3, 2.99480666399e-06, 0.083117, 234
seuclidean, 3, 7.55701438493e-06, 0.055184, 50
sqeuclidean, 3, 0.000602895369312, 0.006805, 6
canberra, 3, 2.62639829458e-05, 0.120004, 163
chebyshev, 3, 3.39505557179e-05, 0.007242, 7
cityblock, 3, 0.000103099477087, 0.007444, 7
cosine, 3, nan, 0.06034, 74
euclidean, 3, 5.96757532918e-05, 0.007645, 7
hamming, 3, 4.54850585641e-06, 0.097967, 173
minkowski-0.5n, 3, 0.000103099477087, 0.008043, 7
minkowski-n, 3, 4.97969555653e-05, 0.007712, 7
null, 3, 0.0, 0.048705, 139
seuclidean, 3, 1.39701876236e-05, 0.081714, 98
sqeuclidean, 3, 0.000609166188227, 0.006799, 6
canberra, 3, 7.73547841959e-06, 0.034905, 42
chebyshev, 3, 2.81029525837e-05, 0.008085, 8
cityblock, 3, 9.83259817815e-05, 0.006906, 7
cosine, 3, nan, 0.093599, 111
euclidean, 3, 3.53502364874e-05, 0.006167, 6
hamming, 3, 7.99999794765e-06, 0.049392, 78
minkowski-0.5n, 3, 9.83259817815e-05, 0.00783, 7
minkowski-n, 3, 4.31282391986e-05, 0.007762, 7
null, 3, 0.0, 0.027703, 78
seuclidean, 3, 1.95959129314e-05, 0.135337, 147
sqeuclidean, 3, 0.000605299470081, 0.006795, 6
canberra, 3, 1.27670631684e-05, 0.014284, 14
chebyshev, 3, 3.38932914019e-05, 0.007385, 7
cityblock, 3, 8.23063596584e-05, 0.006681, 6
cosine, 3, nan, 0.035894, 42
euclidean, 3, 5.13267655293e-05, 0.007068, 7
hamming, 3, 8.99043189406e-06, 0.083477, 139
minkowski-0.5n, 3, 8.23063596584e-05, 0.006855, 6
